PID,SalePrice
528228545,173774.1234223351
534275100,129349.57543213306
528142040,345340.5021164472
527357110,130832.19114173524
528480170,273241.6971330939
905226030,121312.78175255806
905104110,136671.8030158629
528480070,260979.01403677586
528386040,420262.3371713503
535453100,124817.74904455148
907192030,203521.6734699003
905478030,133316.505057395
527210050,374558.72265823494
535382020,111920.8643122849
528110070,318473.9415393809
902303100,149893.8241319499
903456090,100371.10475163815
528186080,294775.34681624395
909275310,220058.22487425405
908128100,192016.3887585697
908102140,120794.9436275494
531385060,178418.92793584737
902103100,139243.63042806025
528106010,405509.8671055114
534430080,126877.98814304157
533252130,211306.11437130958
528458160,297731.839074497
902300110,93818.31154492183
528228275,173010.53494087877
907130060,168919.48879936888
905105190,134135.29691551242
908225240,101693.21279615944
528480060,271673.9566567737
526355170,243556.03320733068
902105010,89355.38983952506
903225160,129718.11463612775
924151050,216861.4235857908
535456010,136421.34167412663
907130110,176266.29812403885
909451040,114782.13402129138
535126140,196930.03441082657
533253050,148508.1174325955
905480240,98572.14108695403
905479110,104261.97474701093
903233140,132053.20568332216
909254070,186066.13868625407
907250020,252614.8983625097
908102260,132091.63535736295
527403360,122824.43201358488
906225210,155065.30354793288
527359010,167956.5372021923
905100030,130309.26219677311
909250030,115334.32967419176
908225320,125370.99194280025
905201030,81017.24957743123
914474020,226028.3074347871
532479020,147537.87927852743
528228575,216678.07694671687
527107240,173571.0055124101
533253210,161839.0123942357
527127150,229504.6963044536
531450120,194964.79779664765
905427050,158961.3678693241
527258010,290583.57304526377
906476140,158409.30978816238
533236090,333936.81181677384
908103090,107051.47806097106
908250090,99983.65533040793
528181010,217332.5612359015
907227090,142206.71276603092
527302185,226595.9861240188
535426150,149174.61328766204
909254100,168298.44597123927
531382120,186098.93229006082
921201060,283075.25837164035
528180140,317908.50416656444
905402090,156422.98508727242
902207120,79711.7512081333
902134100,87363.00861488256
908178050,217789.40066826396
535451210,108116.9687769446
528114050,317503.4659988016
907203010,137334.18678030593
534151175,217715.00461313906
908228040,113760.92665155276
902110080,154132.7074997623
923277040,142184.70557279154
908204160,87131.04653624565
905402110,115223.0130692987
905102060,123256.97062020468
902402010,139531.6389103329
527107130,206429.9591678703
909251030,147016.59985764028
903225040,128815.22871187482
902405120,124480.90171676048
534201280,132259.3799688361
527451290,98421.40477323315
905451390,151769.51158961657
528456200,229612.47039300995
902110130,94571.94994039666
528112010,267038.5408928369
905226130,144689.9386983865
905108120,148694.25584689327
532353120,125636.89024776069
528120030,320978.451617248
527450110,104408.6523863151
533244040,302388.06765505054
910205120,107622.54929507125
535452100,131532.62785108257
528106050,403818.352738816
909100170,89646.79888077828
531453040,181142.8523384391
535304060,121448.99746164198
528431120,262335.92064306175
904100170,141365.6156236075
528218090,190329.6170930262
527131110,266932.39129241527
533208010,194397.73934404957
906226080,124115.92652389022
535152200,126055.5682167937
528231020,197456.66656241711
911128010,100916.64297744252
527455250,131469.14495593883
535403150,150751.1835409192
533251110,304479.3162975305
535457010,172663.22106082187
528110040,417076.46666674217
923252080,120128.73938209683
909101010,127112.58330188236
535177110,170632.1016650888
528354050,274277.2768948768
528235000,196805.27723057938
909252150,167353.27960942278
909275110,223385.33168437946
534427040,153371.20865117077
535151080,151747.79283554872
923226320,92727.64661700721
535450210,151190.72318605965
905403050,89976.91905694881
535382150,93382.51571177781
535176070,149150.01388348464
905103140,141148.2690748728
534201260,153516.96198558557
531451110,131162.1809044167
528348010,299425.3005793378
527212050,374581.6237362184
532377130,136060.83774756893
535325320,117790.72854853632
535383110,95312.01387954621
531450030,193304.73589651575
903401020,168556.93754251974
531363050,158961.19715115443
528358030,340427.2590310165
528456230,210242.43802518456
903227140,125868.00947647776
909179020,225448.31347566124
905202090,125512.45999730211
535453040,123086.16547124839
535302130,132600.58635741487
528480040,260471.99616709657
905104180,132846.78497477536
534451050,119675.75847517251
531452010,133274.1180153078
923228220,95532.59159425314
903233100,126960.13518275009
906392080,196910.0642984238
903232090,139038.37280135366
903426200,145540.39371419238
903451110,124589.92951206153
909250150,172556.0597908198
527180040,182876.1670961263
909253080,202925.4509869265
534431130,120135.80896247813
921205070,307925.22550694714
527105060,173365.3588258686
528290140,184178.26967679118
527451110,117493.01758920218
903201080,166701.2685866654
921128050,316367.0906734178
905101330,119294.96662918315
909250200,144282.03868800565
916403020,213987.65385118866
535151020,143821.92458048702
908152290,143282.81694478556
535355100,120831.66294959703
923400125,138109.72275693942
903227020,126548.12458098962
528322020,324512.53080736886
909451140,124330.09276214633
909451020,115106.48601061807
908225290,116950.70656173627
532377100,126237.99529524692
534129380,141441.46836790192
902304040,133486.14383125518
534276180,123605.57685210719
528222040,195411.07197341335
528176070,314786.50738622085
902400110,466957.1116173593
903233030,113516.86396600245
531367050,219877.9421847335
907227300,133523.61900683632
923226290,88148.15848903649
906340080,297093.0167842447
533206050,195460.47165823297
535304170,142851.11104296788
528315060,307522.67927596497
923276030,138611.17805973554
907270050,264560.593694484
902109080,108377.40670959755
904100030,131824.04058422943
528439050,242661.8101046788
534401110,128579.90204230715
908275040,127593.0002376772
902300040,133577.50577470099
527302020,234367.57667244275
534477110,174497.94715145638
527325090,198915.27297313415
902106130,106951.68466508843
528164040,334615.224466492
906203140,216209.74739914163
535375040,91863.7202719145
527455060,136679.97094177522
535451250,138701.83484407712
907131190,205081.74303249383
923425030,133774.2939338629
911204090,95504.9481613955
907290160,139071.74058890864
909451100,136895.2682577399
534426040,138155.27567464928
916386180,214971.8960716773
907405030,202330.8226157299
903226060,157580.12542764912
528315070,271703.4743390855
527210030,441464.68896642985
533212050,159148.93238551758
528228460,168076.99304770256
535105060,182170.55847504115
906392070,194898.79493028307
914476130,158957.03637198577
908275180,128537.21437349278
533236040,183806.462680074
533254110,308831.0782083513
534455030,155090.6265136776
528321010,336151.6584425296
528435060,249853.66046661534
535403200,135650.41761753426
528110020,489694.38121531415
907194130,215358.8944644759
528186190,240574.86602116184
902206040,117845.03558804304
921128020,316843.1405706335
533250110,214134.06399035675
534479300,121663.29270741243
534225120,141040.9568283395
903425245,155765.4628477545
533130170,369004.40743421816
909100080,114320.72551305767
923230180,133371.47978759036
533223020,166212.1583699574
905106170,122951.1292014084
907202220,132291.86950664164
907251100,248489.67262540763
527163010,176660.94959764983
526353030,227390.74642821713
903425420,119154.7139963988
528108070,343639.69738549856
903401030,132408.08194056564
531375110,145748.66315853182
904301410,105779.92330311653
902204120,126272.928688873
904302020,101025.40673136864
902202090,123121.79097153815
528344020,323794.74674633413
908103260,123587.21261718452
909251170,154648.5577720995
911370450,264370.304631121
903456110,201523.91360873124
908276230,106124.07318836324
535105160,123783.24919362868
902207130,57861.06267738349
923228230,87156.37019865017
903457040,146038.7861078003
908102130,118162.03724402371
535151040,137080.15730975708
921126010,264313.09998171823
534276010,116954.75704642318
534204030,134456.44156823872
911104060,72175.5045432616
903450110,82148.15562791457
527328050,161857.8763602157
910206010,59786.39979897025
527451400,104605.04013349676
907290090,213659.10657181387
531363030,174324.60756605436
528218080,193042.59780752662
527451200,110557.07081005756
903427120,133428.28373982193
534431020,128538.87359848566
535153140,176368.87592420832
534403290,213337.16955909066
534479120,124674.11109826001
907135040,144082.66705238214
533350050,309042.9580300365
535451110,129825.20814203337
533213070,168252.9982694723
916384100,246141.4706783742
535126040,191618.2728946977
909282060,201429.70211631487
528427100,246918.4877509905
534430090,125783.87348131814
528348030,277612.85637271666
923228390,73361.46244102734
908186050,136430.44098667975
531452100,149261.79962315402
902207150,106012.8282225663
528120160,309777.6826322729
535354130,142427.15239626932
533208090,199868.13391807704
535381060,81538.73537402778
527452190,146018.9820586118
903233120,119911.30489223219
905109130,242121.3814813141
909281030,149676.91249433215
910203250,67402.19117705325
528294010,181075.05092788325
528172020,288858.85046719824
535380010,142590.2048697374
916382010,220920.9488442473
532479140,159577.15927696557
905452040,150659.69711600296
534475185,149087.57174917133
534178010,126430.00320571386
527212040,351189.29895912367
909175030,147409.09256472226
531479030,120456.9030641421
902100130,81748.76383344633
909101070,63355.3409681815
902109130,99170.93925815001
528365070,293416.03542359907
534276360,120584.63830290448
527180100,191905.01099861506
527455100,131483.5284316656
902301130,104538.53903037078
532378120,118904.73519263101
903455140,118470.57170867032
910201050,128459.38393873727
923400040,165967.4881322643
914476430,161415.5599008503
533206070,227770.4857461537
909451130,115813.23915659229
903226150,113334.09271552502
534400050,177012.2172343831
908102160,117493.86294882135
533236050,197865.81447931132
528488140,205247.1759023477
906380010,197788.17884555482
903454090,133474.6512722078
535450310,177140.71783884708
531371070,181177.8614168337
531477050,94162.23747928436
905103180,144692.74125677848
902402130,104937.02180236542
531452260,183356.70117612465
527376110,195243.53462173365
909250220,121063.59804551402
527427160,161762.39113472082
907202050,168647.43167490297
531379050,220243.81779605724
528240030,198542.51897869376
903430090,145768.17190089246
534127080,207235.84808713495
907265100,228803.31443207475
527405130,114428.88387474087
532351050,125037.61040686829
535305030,122484.39686852269
535450190,121758.77596141638
527355280,186286.97477381877
906380190,192164.21177675648
907203090,134793.51637470722
908203100,101774.6603382026
905200260,161509.92192979364
906475170,231778.85702713628
909201110,119981.80005038573
534126090,200507.84050129115
907200190,135743.1007227038
534430050,136096.91160519465
909201180,122440.4381093812
528108130,355562.26342214085
909276200,152559.51854285406
916402015,192257.86327042305
904100190,114131.1220358501
532353130,132639.36304549192
527145090,232590.19767134002
535375130,107253.81739446265
533254100,239304.73883028713
528142110,339257.5178427171
528235200,196308.71616466783
923202015,175637.98698444632
905451340,98097.6467495851
528218100,188505.98992131228
528240130,204608.78271314816
911370540,265029.507431108
909175050,190248.97122418066
907410040,210857.19619576895
528108010,280253.0628824804
531376030,199012.62431599607
905453080,188518.34167832867
906226120,152192.1404191957
908154080,344608.1274149377
534451120,98516.50079092951
535478090,123041.15417038651
903206170,145089.40156662968
902406030,113408.1668979765
907414040,198843.32136522778
911102170,76470.65636880702
923225360,85128.61286273741
902106040,153113.19678463947
534477090,149698.06932481978
906378150,288341.97103638586
535325460,187174.4498246036
534275220,120380.66167079646
535353140,91484.00208684699
907412020,209353.43538824827
528358040,286077.4918302398
906380200,193232.2161763607
903231080,107047.5790821911
907275080,233992.38799873242
533212110,160183.27571378913
904301110,99385.09164792119
531363040,175282.66161782228
535104120,189445.73132727487
527427110,151607.0038787543
527354050,162144.0803705952
907420060,196502.25636749223
905101300,111712.86363099841
528435050,258361.87274813539
903234160,104025.19747185147
534177230,219864.69866932768
923228270,86871.65038453188
535427070,231960.42587529897
527455050,148780.29928637098
535155110,133280.80546913663
923226270,91693.39881638422
909251090,237345.68625004005
535304100,136384.83263882325
916380070,283769.6117925944
534201230,127363.49026225967
535179160,116735.79268546842
531451020,169046.46403554446
528344060,308378.6504078834
535402220,190011.8911096126
903226160,131585.04572137
902107050,108731.78336374907
905480030,122344.51358340005
527183060,221820.9384180776
909252110,175393.45714161056
902111010,107076.02788551874
535404080,123100.28956438527
908188140,145511.73728947993
907285010,220654.55099037036
905352030,212837.596210339
535175050,168496.32180471023
906425045,145416.1950598021
535152060,128958.68445902983
903204040,138311.3846226783
903458020,93436.68733081476
923204040,125196.42847062791
903236200,104682.20605188013
535457020,138809.93813633162
527451380,121181.40755784143
531375140,141588.13125979708
528174060,179479.53356487365
903400180,172523.7424707879
903227150,129953.50148644178
909250070,161321.80469953467
909425180,199235.16606343357
